,Train: Billy Joe Tolliver,Train: Rudy Bukich,Train: Y.A. Tittle,Train: Jim Zorn,Train: Steve Walsh,Train: Wade Wilson,Train: Craig Erickson,Train: Sam Bradford,Train: Pete Beathard,Train: Joey Harrington,Train: Billy Wade,Train: Alex Smith,Train: Billy Kilmer,Train: Robert Griffin III,Train: Joe Theismann,Train: Joe Ferguson,Train: Tim Couch,Train: Erik Kramer,Train: Chris Chandler,Train: Scott Mitchell,Train: George Blanda,Train: John Friesz,Train: Frank Tripucka,Train: Jay Cutler,Train: Norm Snead,Train: Tony Banks,Train: Jake Delhomme,Train: Steve Bartkowski,Train: Jeff Blake,Train: Bobby Layne,Train: Rex Grossman,Train: Rick Mirer,Train: Doug Flutie,Train: Norm Van Brocklin,Train: Bobby Hebert,Train: Bob Berry,Train: Bert Jones,Train: Milt Plum,Train: Warren Moon,Train: Donovan McNabb,Train: Steve Beuerlein,Train: Lynn Dickey,Train: Jon Kitna,Train: Michael Vick,Train: Johnny Unitas,Train: Kurt Warner,Train: Jim Plunkett,Train: Charley Johnson,Train: Josh Freeman,Train: Troy Aikman,Train: John Elway,Train: Jack Trudeau,Train: Tom Flores,Train: Greg Landry,Train: Vince Young,Train: Neil Lomax,Train: Daunte Culpepper,Train: Drew Bledsoe,Train: Mike Pagel,Train: Earl Morrall,Train: Colin Kaepernick,Train: Kyle Orton,Train: Tommy Kramer,Train: Mark Sanchez,Train: Jeff Hostetler,Train: Vince Ferragamo,Train: Chris Miller,Train: Marc Bulger,Train: Zeke Bratkowski,Train: Don Majkowski,Train: Frank Ryan,Train: Neil O'Donnell,Train: Bobby Thomason,Train: Ron Jaworski,Train: Aaron Brooks,Train: Charlie Conerly,Train: Joe Montana,Train: Tobin Rote,Train: Craig Morton,Train: Mark Rypien,Train: Archie Manning,Train: Jeff George,Train: Josh McCown,Train: Tony Romo,Train: Don Meredith,Train: Matt Hasselbeck,Train: Al Dorow,Train: Eli Manning,Train: Ed Brown,Train: Matt Schaub,Train: Doug Williams,Train: Steve Young,Train: David Carr,Train: Bill Nelsen,Train: Gary Danielson,Train: Lamar McHan,Train: Kerry Collins,Train: Dave Brown,Train: Bob Griese,Train: Tommy Thompson,Train: Carson Palmer,Train: Randall Cunningham,Train: Boomer Esiason,Train: James Harris,Train: Bill Kenney,Train: Vince Evans,Train: Roman Gabriel,Train: Brian Griese,Train: George Ratterman,Train: Joe Namath,Train: Pat Haden,Train: Otto Graham,Train: Sammy Baugh,Train: Daryle Lamonica,Train: Tommy Maddox,Train: David Woodley,Train: Blake Bortles,Train: John Brodie,Train: Tony Eason,Train: Bart Starr,Train: Derek Anderson,Train: Dan Fouts,Train: Brett Favre,Train: John Hadl,Train: Matt Moore,Train: Jason Campbell,Train: Brad Johnson,Train: Ken Anderson,Train: Andrew Luck,Train: Bill Munson,Train: Elvis Grbac,Train: Marc Wilson,Train: Jim Everett,Train: Steve Grogan,Train: Dan Pastorini,Train: Mike Phipps,Train: Danny White,Train: Len Dawson,Train: Mike Livingston,Train: Trent Dilfer,Train: Charlie Batch,Train: Rodney Peete,Train: Phil Simms,Train: Jim Harbaugh,Train: Brian Sipe,Train: Rich Gannon,Train: Sonny Jurgensen,Train: Steve McNair,Train: Peyton Manning,Train: Frankie Albert,Train: Mark Brunell,Train: Terry Bradshaw,Train: Randy Johnson,Train: Bob Waterfield,Train: Babe Parilli,Train: Sid Luckman
Test: Chad Pennington,-6.625716e-08,-1.7674707e-05,0.0001833937,-1.9866557e-06,6.201621e-08,2.8614418e-06,-7.1457473e-10,1.3342824e-07,-3.1104258e-07,-7.708125e-08,-8.4865715e-05,5.979885e-07,-1.3549106e-05,9.297646e-08,5.1014846e-05,-3.9524684e-06,-3.337307e-08,4.6498377e-07,7.057232e-07,2.9444016e-07,0.0015583892,-4.9080913e-09,-2.6935775e-05,1.126957e-06,-0.0012673279,-6.750646e-08,2.6476033e-05,-1.4429705e-06,-4.2245597e-07,0.00061814534,7.755885e-08,-2.6851119e-08,4.5660298e-07,1.171795e-05,1.9395262e-05,-5.745672e-06,1.0889122e-06,-0.00016579713,-0.0001141205,0.0005616127,1.1491292e-07,-2.1958405e-08,1.9441777e-06,1.6968323e-07,1.2215085e-06,-0.00034752276,-7.0235954e-05,-5.8672995e-05,2.4412657e-08,-0.00087874255,-8.227083e-07,2.0224078e-08,-5.1328866e-06,-1.4472151e-07,1.0531749e-07,4.828153e-07,1.2339216e-05,-1.166523e-05,-5.998781e-09,-0.0020333647,1.3337369e-07,1.2070078e-07,1.2698031e-06,6.816715e-08,1.144736e-06,6.6449284e-06,1.6313157e-07,6.6984994e-06,-5.2994565e-05,1.3284495e-07,-2.2626675e-06,2.4036094e-06,-0.00011686653,-2.5266706e-06,1.5618146e-07,-0.00013140564,-1.9037248e-06,-0.00013022024,-2.3345752e-05,0.00024946776,-8.428069e-06,5.522467e-07,1.3965686e-08,0.0002162202,-1.4035368e-05,4.6400248e-05,-3.8767237e-05,0.00019297295,-0.0007852167,1.7797413e-05,1.2023895e-06,-0.00013250679,-1.4440714e-08,-7.281293e-06,2.8862885e-06,-2.5068646e-06,1.1189203e-06,-5.854246e-09,3.6467078e-05,-0.00035854083,0.00012456579,3.2994917e-06,-4.877857e-06,-9.841875e-07,5.2862896e-07,-8.3237165e-07,-2.1746378e-05,2.691406e-06,-6.938263e-06,0.001705719,3.4852508e-07,-4.052591e-08,0.00043574648,-0.00015242043,4.620389e-08,9.907931e-08,4.5675424e-08,-0.0005073476,2.6744775e-07,0.0004148473,-5.423157e-09,-0.00028385696,-7.395541e-08,-0.0011511351,5.241684e-08,2.2322159e-07,0.00013895785,8.964374e-05,6.3765925e-05,-3.471178e-07,5.212847e-06,-2.3058658e-07,1.9682166e-05,-5.3969916e-06,-8.122409e-07,-2.3342572e-07,0.0017466526,0.0002062645,-1.7244128e-06,-1.598404e-07,-1.372508e-08,4.5286818e-08,6.851263e-06,6.578049e-07,-1.7470838e-05,8.647045e-05,0.00060938013,2.1996355e-05,-5.047958e-10,-2.3427181e-05,2.4864381e-05,-9.956349e-06,-1.0549226e-06,0.00063017785,-0.00028865525,4.1676987e-05
Test: Ken Stabler,6.497302e-05,0.008246072,0.033367816,0.00084931304,4.2852746e-05,-0.0005293572,0.00019329514,0.000113793736,7.9707475e-05,0.00012745218,0.028651454,-0.00015064022,-0.0003805216,2.6754997e-05,-0.06486105,-0.00029767017,7.710373e-05,1.9881312e-05,-0.00046916632,0.00017521325,0.28202656,9.136436e-05,0.0065953853,5.8649413e-05,0.13048999,7.622775e-05,-0.0044943606,-0.0010018827,0.00047106485,0.026136877,1.0890422e-05,1.7402017e-05,0.00013113469,0.019199608,0.00080650125,0.0046010353,0.00045027267,0.06664439,0.28092098,-0.29421705,4.540267e-05,-0.00048529703,0.00021357989,1.5146262e-05,0.00074287783,0.12175195,-0.14341958,0.011276898,5.513802e-05,0.43398106,0.13554436,1.8944842e-05,0.0018307955,5.7953777e-05,5.4745047e-05,0.00018970399,0.00047219047,-0.005975893,5.765023e-06,-0.3989221,-3.2127257e-06,0.00016751947,-0.00074137014,-4.393975e-06,-0.0001501681,-0.0012534778,6.224217e-05,-0.00018081098,0.006089406,5.2024112e-05,0.0001886197,-0.00044050722,0.0505638,-0.0017947992,4.3379245e-05,-0.03660181,0.0015196402,-0.011946145,-0.02934687,-0.012884608,0.0019145221,8.237354e-06,3.9147e-06,-0.035919804,0.0048043453,-0.0267712,0.009307013,-1.0275245,0.087134205,0.001050189,0.00023298124,0.051353574,3.88129e-05,0.0031939184,0.0019272574,0.00055392395,-0.0053264224,1.956863e-05,0.3704115,0.14340758,-0.04163699,-0.006054705,-0.016866313,0.0005235229,0.0006295437,0.00039487067,0.0009692047,0.0025910414,0.0164071,0.11134639,0.00024273689,5.6254994e-05,-0.42987517,-0.31111693,1.1211089e-05,7.107243e-05,1.07299165e-05,-0.07017661,1.1766719e-05,0.9134403,0.00015291352,0.47511533,0.00017806792,-0.022493506,9.420075e-06,0.00022739037,-0.025717398,-0.041673496,-0.0054191784,0.0007755784,0.0007883617,0.00013709479,-0.0052108355,-0.00067754515,-2.8236878e-05,4.3822434e-05,-0.662893,0.23581466,0.00069216994,2.3614703e-05,0.0001038437,1.4360571e-05,-0.06477561,-4.243894e-05,0.009793309,-0.019589175,-0.09632555,-0.007771771,5.2873145e-07,0.042834356,-0.011886255,0.5692023,0.0003363148,-0.03468495,-0.0053841607,0.008805251
Test: Dan Marino,5.260236e-07,9.2897055e-05,0.000522301,6.6977273e-06,4.5305026e-07,2.1711069e-06,1.5136842e-06,4.834989e-07,1.8766499e-06,7.9740056e-07,0.00032691844,-2.5198638e-06,-3.4027726e-06,2.3901046e-07,-0.00025599814,-6.2154595e-06,5.598645e-07,3.9181927e-07,-4.2325573e-06,1.2222433e-06,0.0026003835,6.8478846e-07,7.1826544e-05,-3.7365703e-06,8.931634e-05,5.443377e-07,-4.6874873e-05,-4.01119e-06,1.7104509e-06,0.00045862223,1.7567096e-07,1.460174e-07,1.1658312e-06,0.00017992326,-1.6156937e-06,5.067386e-05,5.5901764e-06,0.0005548386,0.0029914351,-0.0025054994,3.212417e-07,4.25403e-06,-3.110784e-06,-9.461867e-09,7.226639e-06,0.000962781,-0.00058644306,5.4350967e-05,2.6774782e-07,0.0040825917,0.0012048135,2.5481302e-07,1.7189159e-05,8.4167084e-07,4.758341e-07,1.2495412e-06,-6.1007418e-06,-0.00016304402,7.1872996e-08,-0.0002873691,5.8823677e-08,7.702671e-07,-6.1991013e-06,3.7780964e-08,1.2546202e-06,8.301259e-06,6.493593e-07,-1.9896668e-06,0.00019677766,7.237338e-07,4.1114487e-05,-4.086734e-06,0.0005042813,-1.3901755e-05,2.458073e-07,0.00026186852,1.23465525e-05,6.916735e-05,-0.00018612093,-0.00012952113,1.2097413e-05,-4.0522576e-07,4.3345697e-08,-0.00049561425,7.295012e-05,-0.00026103584,0.00012867067,-0.0118888635,0.0016375683,-4.903723e-06,-1.0468515e-06,0.0005429479,2.8937498e-07,5.9290356e-05,2.2214877e-05,6.08707e-06,-0.0001044288,1.860352e-07,0.0024100894,0.0041065416,-0.0007672351,-4.4747325e-05,-0.00040784388,7.5863277e-06,5.541664e-06,4.1425837e-06,-1.292205e-05,1.0844593e-05,0.00024620857,0.0025318852,4.998531e-06,3.9400862e-07,-0.007856636,-0.00211474,2.0712487e-07,1.4189434e-06,5.7695136e-08,-0.0014869991,7.1078153e-07,0.0036775272,1.0900303e-06,0.005730029,1.8715402e-06,-0.0008223395,1.1904349e-07,1.2736061e-06,-0.00029004843,-0.00034442096,-0.0001298609,7.4488794e-06,4.5835914e-06,1.5383625e-06,-0.00013595607,-8.106182e-06,9.2776565e-07,7.110823e-07,-0.0031081713,0.0014077709,6.6448306e-06,9.3506947e-07,8.1944285e-07,2.5661845e-07,-0.00051126635,-9.76912e-07,2.6183217e-05,-0.00019580987,0.00037034077,-8.693592e-05,5.9383782e-09,0.0008843485,-0.00012608584,0.003711845,4.1486637e-06,-0.0018865782,0.00010334636,-0.0001351847
Test: Ken O'Brien,-2.83028e-08,-8.397199e-06,4.2707857e-06,4.0848076e-07,-9.829994e-09,4.5816867e-07,-6.65161e-08,1.8639902e-08,-1.1310465e-07,-4.3917662e-08,-6.647925e-06,2.751753e-07,-4.0232526e-06,2.4384027e-08,2.8916096e-05,7.876601e-07,-1.371961e-08,8.575066e-08,2.2265287e-06,3.436514e-08,0.00060113706,-3.6085073e-08,-8.860771e-06,9.608138e-07,-0.00010159517,-9.191499e-09,3.2310177e-06,2.6832856e-06,-5.4800086e-08,0.0001238429,-3.1599223e-09,-4.48272e-09,7.5700875e-08,2.7159645e-05,4.1097924e-06,-1.2756075e-06,1.1411695e-06,-2.0618398e-05,-0.00012541268,2.0082454e-05,1.02982085e-07,1.869469e-06,2.4363717e-06,8.280783e-08,1.8385369e-07,-3.6076628e-06,2.7428134e-05,-7.7712175e-06,-1.1635387e-08,5.1677753e-06,1.926859e-05,1.3500082e-08,-1.1052963e-06,6.510105e-08,2.5397936e-08,5.53967e-07,4.157304e-06,1.14765135e-05,1.8540697e-10,-0.000596907,1.9222583e-08,-6.916459e-09,1.2977884e-07,4.131208e-09,2.7157037e-07,-1.4264881e-06,1.6315558e-07,2.501772e-06,-1.459772e-05,6.2968105e-08,6.1859464e-07,5.8930664e-07,-3.833863e-05,6.726881e-07,8.494849e-08,-3.7363745e-06,4.2045167e-07,-2.6935033e-05,5.6569974e-07,-2.1043293e-06,1.2854517e-07,4.3443885e-07,8.189961e-09,5.010763e-05,2.2962734e-06,4.835961e-06,-1.1575734e-05,0.000100260564,-8.1567974e-05,3.1483316e-06,-8.6772934e-07,-8.929693e-06,3.6556198e-09,-3.3507736e-06,2.0684633e-06,-6.998746e-07,4.39578e-06,6.7934445e-09,2.6758373e-05,-0.00031965252,6.4555665e-05,1.9085794e-06,5.0629427e-05,-3.1525568e-07,4.103593e-07,-2.104551e-07,6.8262857e-06,-1.4125011e-08,-2.7679675e-05,0.00037123688,-2.6433702e-09,2.5121091e-08,0.0003604191,-0.0003635026,-1.1367942e-09,2.6001853e-08,1.3216619e-08,-5.5165467e-05,1.0277834e-07,-9.886384e-05,-7.794017e-08,-0.00010620069,3.066892e-08,2.2497235e-05,1.2303163e-08,1.541406e-08,1.901273e-05,5.640095e-05,5.811756e-06,1.4958074e-07,7.267821e-07,3.9937145e-08,9.350334e-06,9.078724e-07,4.6943995e-08,-1.2203103e-08,0.00012656383,-4.029163e-05,-3.737177e-07,1.9335587e-07,-2.3298538e-08,3.6059838e-08,5.883542e-05,7.505576e-07,1.0794453e-05,1.20651575e-05,-0.00014591371,5.4078487e-07,1.3943402e-10,-3.6975627e-05,5.427321e-06,0.00024694405,-2.5088684e-07,0.00032595493,-3.038671e-05,3.4543362e-05
Test: Mark Malone,2.09401e-09,1.8499951e-07,4.824777e-06,6.139991e-08,5.8263314e-09,2.0353847e-08,4.4975943e-09,-1.0192882e-09,1.5697848e-08,4.1974615e-09,4.174584e-07,-8.151996e-09,1.6087893e-07,1.1140155e-09,-6.7857815e-07,4.461885e-09,1.5136989e-09,8.252653e-09,-1.9900165e-08,6.2904837e-09,9.794124e-07,2.7885498e-09,4.995277e-07,-1.96031e-08,-1.3580632e-05,1.0611754e-09,5.8750732e-08,-3.3391533e-08,-8.842777e-09,1.7073802e-06,2.57216e-09,6.3819516e-10,1.1738328e-08,2.4848725e-07,1.0389336e-07,-7.417175e-08,-1.578042e-11,8.1056976e-07,1.4691712e-05,-1.0746761e-05,1.4309244e-09,1.0725898e-07,-5.3859097e-08,2.9605354e-10,4.4225445e-08,3.449138e-06,-1.7413994e-06,-6.1676815e-07,6.6349826e-10,1.0127382e-05,4.5520824e-06,3.2515042e-09,1.4751444e-08,1.137533e-10,3.34887e-09,4.5548063e-09,-3.651586e-08,-8.113239e-07,8.09442e-10,-1.9902227e-05,9.3033214e-10,-5.283105e-10,2.0261593e-08,2.642926e-09,2.5385754e-08,1.7000656e-07,9.088004e-09,1.07597895e-08,1.3039605e-06,8.907282e-09,7.792829e-08,-8.156809e-10,1.3604057e-06,-4.1883187e-08,4.1177954e-09,1.4742567e-06,4.3667885e-08,2.7462045e-06,-1.5113371e-06,1.5766235e-06,-4.9063143e-08,3.8758508e-09,1.9969096e-10,-3.3720594e-06,2.3441778e-08,-7.888108e-07,5.9920166e-07,-4.5298577e-05,-9.105269e-07,-2.1896012e-08,9.117019e-08,3.153061e-06,2.1377164e-10,3.1272748e-07,7.1771616e-08,3.300911e-08,-2.5683315e-07,1.2352508e-09,1.4440724e-05,2.747413e-05,-4.8648235e-06,-2.230234e-07,-2.925701e-06,5.6491864e-08,2.8774284e-08,1.9027306e-08,-2.4114303e-07,-6.305336e-08,2.3696598e-06,5.1134753e-06,5.1555713e-08,2.776864e-09,6.482183e-06,8.0380863e-07,2.4978017e-09,1.7144307e-08,8.3890966e-10,-5.521173e-06,4.945116e-09,3.662206e-05,4.5688844e-09,1.984524e-05,7.872165e-09,-1.0455946e-05,8.599944e-10,-1.2178437e-09,-1.2766203e-06,-1.5797723e-06,-1.8775997e-07,1.8657616e-08,5.6312906e-08,6.737855e-09,-3.147529e-07,-6.218295e-08,2.198024e-08,5.968324e-09,-1.555623e-05,1.5273723e-05,2.3807582e-08,1.9008123e-08,2.598564e-10,2.8822367e-09,-4.3690693e-06,-5.606564e-09,-2.5877543e-07,-6.834696e-07,2.816196e-05,-2.4188262e-07,2.5216804e-11,4.151934e-06,-6.7873555e-07,6.0738375e-06,1.7638486e-08,-2.329598e-05,1.4801324e-06,-1.2854972e-06
Test: Byron Leftwich,1.1115042e-09,8.046365e-08,1.8003722e-06,6.658457e-09,1.6665456e-09,1.1601703e-08,3.7039916e-09,2.207751e-09,2.503627e-09,2.5822746e-09,1.2250291e-07,-1.2050277e-09,-5.2057405e-08,8.245706e-10,-4.7429907e-07,-2.7963065e-08,1.395293e-09,3.1748644e-09,-1.1495857e-08,4.7891997e-09,9.928225e-06,1.9131274e-09,6.279887e-08,2.1424087e-09,-5.1729844e-06,1.1279461e-09,4.6598476e-08,-2.0055984e-08,4.8247437e-09,3.06544e-06,9.0238467e-10,2.7978037e-10,4.8827182e-09,3.1503168e-07,8.34979e-08,2.7221015e-08,1.7369958e-08,1.9570979e-07,5.376467e-06,-2.3521613e-06,7.3690826e-10,-2.539945e-08,1.1304656e-08,1.096917e-09,1.6395864e-08,7.0564516e-07,-2.3865693e-06,-1.4670721e-07,1.0641698e-09,3.881064e-06,2.0712444e-06,6.7709865e-10,6.6315256e-09,9.477105e-10,1.9297108e-09,2.5954356e-09,2.6093682e-08,-2.515891e-07,1.2607085e-10,-1.2693089e-05,6.8579764e-10,3.185047e-09,5.1369744e-09,5.524294e-10,6.6520425e-09,4.066686e-08,3.077467e-09,2.4662128e-08,8.502251e-08,1.3898588e-09,-1.6524599e-08,5.8854197e-09,4.098527e-07,-4.0328416e-08,1.1936289e-09,-5.314761e-07,1.4379243e-08,-5.6822347e-07,-6.8260334e-07,8.5138413e-07,-1.5311677e-08,-5.6938707e-11,1.7698637e-10,6.996973e-08,-6.6539e-08,-2.628209e-07,6.836514e-08,-1.6993981e-05,-2.2261004e-06,6.586897e-08,1.6741003e-08,6.045328e-07,6.061124e-10,4.909884e-08,4.648141e-08,1.4558901e-09,-1.279845e-07,4.12514e-10,6.5044846e-06,7.780531e-07,-6.1117333e-07,-7.616854e-08,-4.8032126e-07,1.1512372e-08,1.2486624e-08,5.668913e-09,-1.01331864e-07,4.4092214e-08,2.7942502e-07,9.256206e-06,1.313867e-08,7.753964e-10,-6.0671473e-06,-5.992203e-06,5.9229055e-10,3.821468e-09,3.914272e-10,-4.457089e-06,1.8969641e-09,1.8189001e-05,3.307275e-09,9.077351e-06,2.9018863e-09,-5.9332206e-06,4.757563e-10,4.6356003e-09,1.6397311e-07,-5.6919635e-07,1.1712779e-07,8.415113e-09,4.4879286e-08,2.0408937e-09,-1.2891084e-07,-3.6442312e-08,-1.1023672e-10,6.7177963e-10,-2.9273979e-06,5.684433e-06,7.877002e-09,3.5294352e-09,1.864079e-09,5.1077703e-10,-1.3942105e-06,8.8601027e-10,9.3417555e-08,7.0828406e-08,3.3128981e-06,-4.5688715e-09,7.1534263e-12,1.0977134e-06,-1.1613925e-07,7.777262e-06,2.5331255e-09,2.0867733e-06,-1.0372069e-06,5.426724e-07
Test: Bubby Brister,3.2986416e-09,3.4203885e-07,5.8017677e-06,4.9860507e-08,4.1635015e-09,8.886229e-09,7.0141417e-09,2.9855598e-09,5.2713096e-09,6.3921335e-09,1.1487427e-06,-1.060467e-09,1.330508e-07,1.1399884e-09,-1.6918982e-07,-5.3378475e-09,3.16212e-09,5.244323e-09,5.1093835e-08,5.477272e-09,1.216338e-05,4.2087263e-09,3.7862608e-07,-4.776803e-09,-5.226205e-06,3.8680454e-09,-8.948235e-09,-2.7836125e-08,1.1218211e-08,7.305647e-06,2.0754807e-09,1.0814446e-09,1.231863e-08,2.093917e-06,7.7363644e-08,1.2958154e-07,-1.2383135e-08,-1.6668181e-06,9.244617e-06,-1.1372074e-05,6.508971e-09,3.9978456e-08,5.354233e-09,2.2096671e-09,3.741529e-08,3.104514e-06,-1.990113e-06,-8.075364e-08,1.1528508e-09,1.724956e-05,3.818673e-06,2.4662712e-09,4.516935e-08,3.6776897e-09,2.931575e-09,3.649004e-09,-5.1439834e-08,-7.2491736e-07,6.915688e-10,-4.8974684e-06,1.439763e-09,4.713513e-09,1.02869295e-08,2.6870777e-09,3.715362e-08,3.7731667e-08,4.8730966e-09,3.049602e-08,1.1268496e-06,5.9774856e-09,-2.166235e-07,3.47041e-08,9.659452e-07,-2.5015582e-08,3.1099399e-09,1.3668929e-06,4.6878895e-08,5.1340925e-07,-1.3441784e-06,8.530146e-07,5.3201177e-08,4.6147e-09,4.0971548e-10,-2.1294923e-06,-3.6974635e-07,-3.39716e-07,5.3375624e-07,-2.874156e-05,3.1217742e-06,7.3982335e-08,8.474189e-09,2.3879115e-06,1.9915394e-09,-2.4523897e-07,9.2738034e-08,1.8862407e-08,-2.1492784e-07,1.3640626e-09,1.7670069e-05,8.827932e-06,-2.8690715e-06,-7.688934e-08,-2.3054188e-06,3.7289734e-08,5.294615e-08,2.0670681e-08,-2.1605703e-07,4.3212662e-08,-2.7067168e-07,2.0608992e-05,2.2029605e-08,3.0380398e-09,-3.4853696e-05,-2.2976614e-05,1.9395194e-09,6.7338006e-09,7.959442e-10,-1.0324357e-05,4.2863735e-09,3.306914e-05,7.684468e-09,2.4285077e-05,8.277938e-09,-1.5877717e-05,8.751777e-10,8.436077e-09,-1.4853961e-07,-1.7594916e-06,-4.1419335e-07,1.795881e-08,5.7384426e-08,5.7278275e-09,-5.007438e-07,-1.5717254e-07,1.3713408e-08,4.0475796e-09,-1.1481477e-05,1.41711225e-05,3.890252e-08,1.6843513e-08,5.4031926e-09,3.5277397e-09,-2.1654898e-06,1.4838145e-08,-1.0906628e-07,-5.8391566e-07,2.6104723e-05,-1.6223309e-07,2.761439e-11,6.5727875e-07,-1.3926116e-07,1.4048503e-05,1.8145004e-08,8.6955646e-07,-4.26438e-07,9.586023e-07
Test: Vinny Testaverde,-5.938254e-06,-0.0011940966,-0.006578098,3.8867107e-05,-6.506487e-06,-5.0193496e-05,-2.4285873e-05,-4.371018e-06,-2.9568491e-05,-6.0828806e-06,-0.0017292792,4.0422725e-05,0.000273031,-3.6526503e-06,0.002388362,0.00032170012,-6.6471894e-06,-4.4423045e-06,0.0002904562,-1.6792455e-05,-0.047087952,-9.439294e-06,-0.00065551564,0.00014427086,0.034852557,-4.472812e-06,0.000407942,0.00017572369,2.815271e-06,-0.0035416768,-3.883045e-06,-1.1553516e-06,-8.14051e-06,0.0012201016,0.00026076887,-0.0006948212,-8.1871985e-05,-0.0064326786,-0.04579026,0.014332005,8.275058e-06,0.00025789463,0.00031421133,3.0523079e-06,-7.478413e-05,-0.0029989951,0.011818806,0.000656373,-4.1526973e-06,-0.023333948,-0.009598051,-1.7084869e-06,-0.0002029497,-3.5661674e-06,-7.0521833e-06,4.694714e-06,0.000102455546,0.0032945443,-5.5069455e-07,-0.031217605,-3.2398627e-06,-8.000218e-06,0.00012315773,-1.3894648e-06,-2.2456514e-05,-0.00039102268,-2.6125101e-06,5.9477305e-05,-0.0019220127,-4.6549258e-06,-0.0007803403,3.681559e-05,-0.0077470345,0.00026446464,1.6830022e-06,0.0014217081,-2.3386907e-05,0.00066365424,0.002405308,-0.0010037537,0.00014339651,3.6626283e-05,8.384322e-09,0.005318765,-0.0012850518,0.0028972817,-0.0015573702,0.15105753,-0.0074246195,0.0002258483,-7.302762e-05,-0.0016170422,-1.9023555e-06,-0.0014908114,-0.00020074313,-7.267314e-05,0.002273922,-1.7488833e-06,-0.011860961,-0.07912709,0.015041677,0.0003802139,0.009464743,-0.00012217241,-2.4931289e-05,-4.3004213e-05,0.001023133,-9.470618e-05,-0.006000759,-0.050863795,-0.00013576118,3.522045e-06,0.08353905,-0.02337186,-3.4437317e-06,-2.5298525e-05,-3.020281e-07,0.035340942,-1.0170914e-05,-0.022153717,-1.2914013e-05,-0.054603703,-1.8063169e-05,0.039007787,-1.4528309e-06,-1.1607607e-05,0.005069466,0.005720371,0.000100410565,-7.620163e-05,-0.00010352355,-1.5712043e-05,0.0022813922,0.0004483196,1.1014e-05,-5.636336e-06,-0.0012203873,-0.015927905,-6.180059e-05,2.5017038e-05,-8.356411e-06,8.054157e-07,0.0101594,7.462036e-05,0.0010524058,0.0017791498,-0.025085788,0.00055004423,-4.059431e-08,-0.014769439,0.0016393521,-0.005713032,-4.5244655e-05,0.04957812,0.0049424856,0.00556919
Test: Brock Osweiler,5.5358174e-10,3.4533205e-08,9.480193e-07,4.364993e-09,9.475909e-10,4.4482666e-09,1.8381209e-09,1.0217054e-09,1.3583045e-09,1.2620017e-09,-3.716619e-08,-2.404179e-10,-1.9534767e-08,4.8001964e-10,-2.669616e-07,-1.3350983e-08,7.6980805e-10,1.487151e-09,-5.6313505e-09,2.181043e-09,5.533896e-06,9.318616e-10,3.591425e-08,-1.0931914e-09,-3.197072e-06,5.5934046e-10,2.8707385e-08,-9.86668e-09,1.5979061e-09,1.4678471e-06,4.9631654e-10,1.5321758e-10,2.1685758e-09,2.884939e-07,3.4926845e-08,1.6604321e-08,5.103938e-09,1.5212677e-07,2.9504563e-06,-1.2824192e-06,2.419839e-10,-5.6927725e-09,-1.4912951e-09,4.949752e-10,9.482974e-09,3.1840742e-07,-1.1514205e-06,-1.13470996e-07,5.1615673e-10,1.3175081e-06,9.866543e-07,4.1361994e-10,3.1208067e-09,1.5671282e-10,9.367758e-10,1.909968e-09,1.9133251e-08,-1.309794e-07,9.0693786e-11,-7.3565498e-06,3.8079492e-10,1.4119405e-09,-2.587753e-09,4.1538734e-10,3.8806234e-09,2.2272188e-08,1.430186e-09,1.26260105e-08,5.076323e-08,1.1766969e-09,-1.9281075e-08,3.4723486e-09,2.0933174e-07,-1.881754e-08,7.8922213e-10,-5.645142e-07,6.5708687e-09,-2.0482119e-07,-3.573698e-07,3.6493057e-07,-7.4416433e-09,5.355186e-10,6.402084e-11,-1.16291226e-07,-3.6215578e-08,-1.2134818e-07,4.1112077e-08,-8.9012e-06,-1.3662906e-06,2.879895e-08,7.678293e-09,2.5645875e-07,3.325788e-10,2.3095865e-08,2.3577261e-08,1.1819917e-09,-7.36364e-08,2.4913716e-10,3.2321768e-06,1.4912373e-06,-5.7518366e-07,-3.6365098e-08,-4.6233455e-07,7.50103e-09,5.494546e-09,2.9556737e-09,-6.65145e-08,1.8975387e-08,2.2371991e-07,5.477807e-06,8.9095495e-09,4.2743317e-10,3.3043224e-07,-2.2359227e-06,4.1313133e-10,2.2990847e-09,2.2089366e-10,-2.3555776e-06,1.0427841e-09,8.07864e-06,1.5710774e-09,4.13684e-06,1.5026624e-09,-3.9034267e-06,2.3683594e-10,2.038139e-09,-3.2521054e-08,-3.3262774e-07,8.91239e-08,5.379134e-09,2.1707914e-08,1.1642496e-09,-5.7143676e-08,-3.635256e-08,5.237516e-10,5.317947e-10,-1.4893964e-06,3.0639608e-06,4.067245e-09,2.1606583e-09,8.259512e-10,3.3103717e-10,-7.81026e-07,5.838828e-10,-1.8293781e-09,-2.8416613e-08,3.349916e-06,-1.18914025e-08,3.8200667e-12,3.82344e-07,-7.3123125e-08,3.0784158e-06,2.1154072e-09,-2.494357e-07,-6.5299764e-07,2.2253384e-07
